OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,MSZoning_NaN,Neighborhood_NridgHt,Exterior1st_NaN,Exterior2nd_NaN,MasVnrType_None,Foundation_PConc,GarageType_Detchd,GarageFinish_Fin,GarageFinish_Unf,SaleType_NaN,SaleType_New,SaleCondition_Partial
8,2004,2005,246.0,3.0,3.0,3.0,1464.0,2000.0,4.0,2000,2000,2,3.0,8,0,3.0,888.0,305900.0,0,0,0,0,0,1,0,1,0,0,0,0
7,1990,1991,246.0,3.0,3.0,3.0,700.0,700.0,3.0,1122,2243,2,3.0,8,1,3.0,746.0,225000.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1920,1950,0.0,2.0,2.0,3.0,0.0,319.0,2.0,1035,1406,1,1.0,6,0,0.0,0.0,89500.0,0,0,0,0,1,0,0,0,0,0,0,0
4,1940,1950,0.0,2.0,2.0,3.0,262.0,861.0,4.0,861,861,1,2.0,4,0,2.0,539.0,82500.0,0,0,0,0,1,0,1,0,1,0,0,0
9,2003,2004,0.0,3.0,4.0,0.0,1274.0,1896.0,4.0,1944,1944,2,4.0,8,3,3.0,708.0,360000.0,0,1,0,0,1,1,0,1,0,0,0,0
6,1993,1994,112.0,2.0,3.0,3.0,518.0,697.0,3.0,697,1501,2,3.0,6,1,2.0,420.0,165600.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1948,2002,0.0,2.0,2.0,3.0,680.0,972.0,4.0,972,972,1,2.0,5,1,1.0,240.0,132000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1939,1950,0.0,2.0,3.0,2.0,507.0,793.0,2.0,793,1118,1,2.0,5,1,2.0,410.0,119900.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1965,1965,0.0,2.0,3.0,0.0,1236.0,2136.0,2.0,2036,2036,2,2.0,8,2,2.0,513.0,375000.0,0,0,0,0,1,0,0,0,0,0,0,0
7,1925,1990,0.0,2.0,2.0,3.0,16.0,728.0,4.0,832,1641,1,4.0,6,1,2.0,546.0,178000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2004,2005,0.0,3.0,3.0,3.0,425.0,716.0,4.0,716,1432,2,3.0,6,1,2.0,432.0,188500.0,0,0,0,0,1,1,0,1,0,0,0,0
7,1980,1980,278.0,3.0,3.0,3.0,692.0,845.0,2.0,1153,2353,2,4.0,10,1,2.0,484.0,260000.0,0,0,0,0,0,0,0,0,0,0,0,0
8,2006,2006,0.0,3.0,3.0,1.0,0.0,1088.0,4.0,1088,1959,2,3.0,8,1,3.0,1025.0,270000.0,0,0,0,0,1,1,0,0,0,0,0,0
7,1993,1993,256.0,3.0,3.0,0.0,987.0,1347.0,4.0,1372,2646,2,3.0,9,1,3.0,656.0,260000.0,0,0,0,0,0,1,0,0,0,0,0,0
7,1980,1980,225.0,2.0,3.0,1.0,1036.0,1372.0,2.0,1472,1472,2,2.0,6,2,2.0,588.0,187500.0,0,0,0,0,0,0,0,0,1,0,0,0
9,2006,2006,370.0,2.0,4.0,1.0,0.0,1249.0,4.0,1249,2596,3,3.0,9,0,3.0,840.0,342643.0,0,1,0,0,0,1,0,0,0,0,1,1
8,2004,2004,388.0,3.0,4.0,1.0,970.0,1136.0,4.0,1136,2468,2,3.0,10,1,3.0,872.0,354000.0,0,1,0,0,0,1,0,1,0,0,0,0
7,1986,1987,172.0,3.0,2.0,0.0,28.0,1502.0,4.0,1553,2730,2,3.0,8,1,2.0,576.0,301000.0,0,0,0,0,0,0,0,1,0,0,0,0
3,1955,2005,0.0,2.0,2.0,3.0,256.0,1162.0,4.0,1163,1163,1,2.0,6,0,1.0,220.0,126175.0,0,0,0,0,1,0,0,0,1,0,0,0
7,1967,2007,300.0,3.0,3.0,3.0,0.0,710.0,4.0,1898,2978,2,3.0,11,1,2.0,564.0,242000.0,0,0,0,0,0,0,0,1,0,0,0,0
5,1941,1950,0.0,2.0,2.0,1.0,116.0,720.0,0.0,803,803,1,2.0,5,0,2.0,360.0,87000.0,0,0,0,0,1,0,1,0,1,0,0,0
8,1993,1993,0.0,3.0,3.0,0.0,1619.0,1719.0,4.0,1719,1719,1,3.0,6,2,2.0,473.0,324000.0,0,0,0,0,1,1,0,1,0,0,0,0
6,1960,1960,175.0,2.0,2.0,3.0,565.0,1383.0,2.0,1383,1383,1,2.0,7,0,1.0,292.0,145250.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1916,1994,0.0,2.0,2.0,3.0,0.0,844.0,3.0,1445,2134,2,3.0,10,0,2.0,441.0,214500.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1920,1950,0.0,2.0,2.0,2.0,0.0,596.0,2.0,596,1192,1,2.0,6,0,1.0,189.0,78000.0,0,0,0,0,1,1,1,0,1,0,0,0
5,1964,1964,84.0,2.0,2.0,3.0,40.0,1728.0,2.0,1728,1728,2,2.0,10,0,1.0,352.0,119000.0,0,0,0,0,0,0,1,0,1,0,0,0
5,1958,1992,0.0,2.0,2.0,3.0,846.0,1056.0,1.0,1056,1056,1,2.0,6,0,1.0,308.0,139000.0,0,0,0,0,1,0,0,0,0,0,0,0
8,2003,2004,296.0,3.0,3.0,3.0,1124.0,3206.0,4.0,1629,1629,2,3.0,7,1,3.0,880.0,284000.0,0,1,0,0,0,1,0,0,0,0,0,0
7,2004,2004,146.0,3.0,3.0,1.0,720.0,1358.0,4.0,1358,1358,2,3.0,6,1,2.0,484.0,207000.0,0,1,0,0,0,1,0,0,0,0,0,0
6,1998,1998,0.0,2.0,3.0,0.0,828.0,943.0,3.0,943,1638,2,2.0,7,2,2.0,472.0,192000.0,0,0,0,0,1,1,0,1,0,0,0,0
5,1965,1965,0.0,2.0,2.0,0.0,1249.0,1499.0,4.0,1619,1786,2,2.0,7,2,2.0,529.0,228950.0,0,0,0,0,1,0,0,1,0,0,0,0
9,2005,2006,200.0,3.0,4.0,0.0,1249.0,1922.0,4.0,1922,1922,2,3.0,8,1,3.0,676.0,377426.0,0,0,0,0,0,1,0,1,0,0,0,0
7,2002,2003,113.0,3.0,3.0,1.0,810.0,1536.0,4.0,1536,1536,2,3.0,7,0,2.0,532.0,214000.0,0,0,0,0,0,1,0,0,0,0,0,0
7,1984,1998,0.0,3.0,3.0,2.0,213.0,1208.0,4.0,1621,1621,2,3.0,8,0,2.0,440.0,202500.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1958,1998,176.0,2.0,2.0,3.0,585.0,1215.0,2.0,1215,1215,1,2.0,6,0,1.0,297.0,155000.0,0,0,0,0,0,0,0,0,1,0,0,0
8,2002,2002,0.0,3.0,3.0,3.0,0.0,967.0,4.0,993,1908,2,3.0,9,0,2.0,431.0,202900.0,0,0,0,0,1,1,0,1,0,0,0,0
4,1950,1950,0.0,1.0,2.0,3.0,0.0,721.0,3.0,841,841,1,2.0,4,0,1.0,294.0,82000.0,0,0,0,0,1,0,0,0,1,0,0,0
3,1949,1950,340.0,2.0,5.0,4.0,0.0,0.0,1.0,1040,1040,2,2.0,6,0,2.0,400.0,87500.0,0,0,0,0,0,0,1,0,1,0,0,0
9,2005,2005,616.0,4.0,4.0,3.0,28.0,1684.0,4.0,1684,1684,2,4.0,6,1,2.0,564.0,266000.0,0,1,0,0,0,1,0,0,0,0,0,0
5,1976,1976,0.0,2.0,3.0,3.0,129.0,536.0,2.0,536,1112,1,2.0,4,0,1.0,336.0,85000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1939,1950,0.0,2.0,2.0,3.0,0.0,972.0,3.0,972,1577,1,1.0,6,1,1.0,312.0,140200.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1960,1998,0.0,2.0,2.0,2.0,498.0,958.0,2.0,958,958,1,2.0,5,0,1.0,301.0,151500.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1960,1960,30.0,2.0,2.0,3.0,1270.0,1478.0,4.0,1478,1478,2,2.0,6,2,2.0,498.0,157500.0,0,0,0,0,0,0,0,0,1,0,0,0
7,2003,2004,106.0,3.0,3.0,3.0,573.0,764.0,4.0,764,1626,2,3.0,6,0,2.0,474.0,154000.0,0,1,0,0,0,1,0,0,0,0,0,0
9,2005,2006,870.0,4.0,4.0,3.0,1410.0,1848.0,4.0,1848,2728,2,4.0,10,2,3.0,706.0,437154.0,0,1,0,0,0,1,0,1,0,0,1,1
9,2007,2007,362.0,4.0,4.0,3.0,0.0,1869.0,4.0,1869,1869,2,4.0,6,1,2.0,617.0,318061.0,0,1,0,0,0,1,0,0,0,0,1,1
7,1986,1986,0.0,2.0,3.0,0.0,1082.0,1453.0,3.0,1453,1453,1,3.0,6,1,2.0,445.0,190000.0,0,0,0,0,1,1,0,0,0,0,0,0
5,1941,1950,0.0,2.0,2.0,2.0,236.0,616.0,2.0,616,1111,1,2.0,5,0,1.0,200.0,95000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1928,2003,0.0,2.0,2.0,3.0,0.0,624.0,3.0,720,720,1,2.0,5,0,2.0,484.0,105900.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1940,2000,0.0,2.0,2.0,3.0,388.0,940.0,4.0,1192,1595,1,2.0,6,2,1.0,240.0,140000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1995,1995,0.0,3.0,3.0,3.0,334.0,1200.0,4.0,1200,1200,2,3.0,6,0,2.0,521.0,177500.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1992,1992,106.0,2.0,3.0,3.0,560.0,1158.0,3.0,1167,1167,2,3.0,6,0,2.0,400.0,173000.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1976,1976,0.0,2.0,3.0,3.0,874.0,1142.0,2.0,1142,1142,1,2.0,6,1,2.0,528.0,134000.0,0,0,0,0,1,1,0,1,0,0,0,0
5,1958,1958,120.0,2.0,2.0,1.0,300.0,1062.0,4.0,1352,1352,1,3.0,6,0,1.0,288.0,130000.0,0,0,0,0,0,0,0,0,1,0,0,0
8,1998,1998,530.0,3.0,3.0,1.0,956.0,1086.0,4.0,1086,1924,2,3.0,7,1,2.0,592.0,280000.0,0,0,0,0,0,1,0,0,0,0,0,0
6,1978,1978,0.0,2.0,3.0,1.0,773.0,888.0,4.0,912,912,1,2.0,5,1,2.0,470.0,156000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1940,1982,0.0,2.0,2.0,3.0,399.0,883.0,3.0,988,1505,1,2.0,8,0,1.0,240.0,145000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2003,2003,500.0,3.0,5.0,4.0,0.0,0.0,4.0,495,1922,3,3.0,7,1,2.0,672.0,198500.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1972,2007,510.0,2.0,2.0,3.0,162.0,483.0,3.0,483,987,1,3.0,5,0,1.0,264.0,118000.0,0,0,0,0,0,0,1,0,1,0,0,0
6,1976,1976,120.0,2.0,3.0,2.0,712.0,796.0,2.0,790,1574,2,2.0,6,1,2.0,566.0,190000.0,0,0,0,0,0,1,0,1,0,0,0,0
5,1920,1997,0.0,2.0,2.0,3.0,456.0,672.0,3.0,672,1344,1,2.0,6,0,1.0,468.0,147000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1963,1963,247.0,2.0,3.0,3.0,609.0,1394.0,3.0,1394,1394,1,2.0,6,2,2.0,514.0,159000.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1962,1962,305.0,2.0,3.0,0.0,371.0,1099.0,3.0,1431,1431,1,2.0,6,1,1.0,296.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1954,1954,200.0,2.0,2.0,3.0,540.0,1268.0,3.0,1268,1268,1,2.0,7,1,1.0,244.0,132000.0,0,0,0,0,0,1,0,1,0,0,0,0
5,1959,2006,0.0,2.0,2.0,3.0,72.0,1063.0,4.0,1287,1287,1,3.0,7,1,2.0,576.0,162000.0,0,0,0,0,1,0,1,1,0,0,0,0
6,2000,2000,0.0,2.0,3.0,3.0,0.0,953.0,4.0,953,1664,2,2.0,7,1,2.0,460.0,172400.0,0,0,0,0,1,1,0,0,0,0,0,0
4,1959,1959,0.0,2.0,5.0,4.0,0.0,0.0,2.0,1120,1588,2,2.0,7,1,2.0,680.0,134432.0,0,0,0,0,1,0,1,1,0,0,0,0
6,1984,1984,0.0,2.0,3.0,3.0,623.0,744.0,2.0,752,752,1,2.0,4,0,1.0,264.0,125000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1953,1953,0.0,2.0,2.0,3.0,428.0,608.0,2.0,1319,1319,1,2.0,5,0,1.0,270.0,123000.0,0,0,0,0,1,1,0,0,1,0,0,0
7,2003,2004,0.0,3.0,3.0,3.0,0.0,847.0,4.0,847,1928,2,3.0,8,1,2.0,434.0,219500.0,0,0,0,0,1,1,0,1,0,0,0,0
1,1922,1950,0.0,1.0,1.0,0.0,350.0,683.0,3.0,904,904,0,1.0,4,0,0.0,0.0,61000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1996,1996,0.0,3.0,3.0,1.0,298.0,870.0,4.0,914,914,1,2.0,5,0,2.0,576.0,148000.0,0,0,0,0,1,1,1,0,1,0,0,0
8,2004,2005,0.0,3.0,3.0,3.0,0.0,1580.0,4.0,1580,2466,3,3.0,8,1,2.0,610.0,340000.0,0,0,0,0,1,1,0,0,0,0,0,0
9,2010,2010,350.0,3.0,4.0,1.0,1445.0,1856.0,4.0,1856,1856,1,4.0,8,1,3.0,834.0,394432.0,0,0,0,0,0,1,0,1,0,0,1,1
6,2000,2000,16.0,2.0,3.0,3.0,0.0,982.0,4.0,1007,1800,2,2.0,7,1,2.0,463.0,179000.0,0,0,0,0,0,1,0,1,0,0,0,0
5,1924,1950,0.0,2.0,2.0,3.0,218.0,1026.0,2.0,1026,1691,2,3.0,6,1,1.0,308.0,127000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2006,2006,0.0,3.0,3.0,3.0,0.0,1293.0,4.0,1301,1301,2,3.0,5,1,2.0,572.0,187750.0,0,0,0,0,1,1,0,0,0,0,1,1
7,2006,2006,0.0,3.0,3.0,1.0,0.0,939.0,4.0,939,1797,2,3.0,8,0,2.0,639.0,213500.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1928,1950,0.0,2.0,1.0,3.0,0.0,784.0,2.0,784,784,1,2.0,5,0,2.0,360.0,76000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1992,1992,0.0,3.0,3.0,1.0,985.0,1580.0,4.0,1079,1953,2,3.0,9,2,2.0,501.0,240000.0,0,0,0,0,1,1,0,1,0,0,0,0
8,2004,2005,16.0,3.0,3.0,3.0,24.0,1256.0,4.0,1269,1269,2,3.0,6,1,2.0,430.0,192000.0,0,0,0,0,0,1,0,1,0,0,0,0
5,1910,1996,0.0,2.0,2.0,3.0,0.0,658.0,2.0,658,1184,1,2.0,8,0,0.0,0.0,81000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1976,1976,255.0,2.0,2.0,1.0,631.0,1041.0,4.0,1125,1125,1,2.0,6,1,1.0,352.0,125000.0,0,0,0,0,0,0,1,0,1,0,0,0
7,1999,2000,125.0,3.0,3.0,3.0,0.0,1468.0,4.0,1479,1479,2,3.0,6,0,2.0,577.0,191000.0,0,0,0,0,0,1,0,0,0,0,0,0
10,2007,2008,272.0,4.0,4.0,1.0,1280.0,1682.0,4.0,1742,2332,2,4.0,9,1,3.0,846.0,426000.0,0,1,0,0,0,1,0,1,0,0,1,1
5,1900,1950,0.0,2.0,2.0,3.0,241.0,861.0,4.0,961,1367,1,2.0,7,0,1.0,384.0,119000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,2001,2002,0.0,2.0,4.0,3.0,690.0,804.0,4.0,804,1961,2,3.0,7,1,2.0,560.0,215000.0,0,0,0,0,1,1,0,1,0,0,0,0
5,1959,1959,0.0,2.0,5.0,4.0,0.0,0.0,2.0,882,882,1,2.0,5,0,1.0,294.0,106500.0,0,0,0,0,1,0,0,0,0,0,0,0
4,1941,1950,0.0,2.0,2.0,3.0,266.0,788.0,2.0,788,788,1,2.0,4,2,0.0,0.0,100000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1940,1950,0.0,2.0,2.0,3.0,0.0,735.0,3.0,735,1034,1,2.0,5,0,1.0,240.0,109000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1956,1956,0.0,2.0,2.0,1.0,739.0,1144.0,2.0,1144,1144,1,2.0,6,0,1.0,596.0,129000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1972,1972,0.0,2.0,2.0,1.0,777.0,894.0,2.0,894,894,1,2.0,6,0,2.0,600.0,123000.0,0,0,0,0,1,0,1,0,0,0,0,0
5,1962,1962,288.0,2.0,2.0,3.0,540.0,864.0,2.0,876,1812,2,2.0,8,1,1.0,264.0,169500.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1920,1950,0.0,2.0,1.0,3.0,0.0,961.0,3.0,1077,1077,1,2.0,6,0,1.0,338.0,67000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2006,2007,100.0,3.0,3.0,3.0,812.0,1092.0,4.0,1112,1550,2,3.0,7,0,2.0,438.0,241000.0,0,0,0,0,0,1,0,1,0,0,0,0
8,1996,1996,0.0,3.0,3.0,3.0,786.0,1260.0,4.0,1288,1288,1,4.0,4,2,2.0,500.0,245500.0,0,0,0,0,1,1,0,1,0,0,0,0
7,2005,2005,0.0,3.0,3.0,1.0,24.0,1310.0,4.0,1310,1310,2,3.0,6,1,2.0,400.0,164990.0,0,0,0,0,1,1,0,1,0,0,1,1
5,1940,1997,0.0,2.0,2.0,3.0,0.0,672.0,4.0,672,672,1,2.0,4,0,1.0,240.0,108000.0,0,0,0,0,1,1,1,0,1,0,0,0
8,1998,1998,650.0,3.0,3.0,3.0,0.0,1141.0,3.0,1165,2263,2,3.0,10,1,2.0,420.0,258000.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1995,1996,0.0,2.0,3.0,3.0,0.0,806.0,3.0,806,1572,2,2.0,7,1,2.0,373.0,168000.0,0,0,0,0,1,1,0,1,0,0,0,0
4,1976,1993,0.0,2.0,2.0,3.0,1116.0,1281.0,4.0,1620,1620,2,2.0,8,1,2.0,490.0,150000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1936,1950,0.0,2.0,2.0,3.0,0.0,1064.0,4.0,1166,1639,1,2.0,6,0,1.0,240.0,115000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1915,1976,0.0,2.0,3.0,3.0,0.0,840.0,4.0,840,1680,2,2.0,8,0,1.0,308.0,177000.0,0,0,0,0,1,0,0,0,1,0,0,0
7,2006,2006,350.0,3.0,4.0,3.0,0.0,1063.0,4.0,1071,2172,2,3.0,9,1,3.0,947.0,280000.0,0,1,0,0,0,1,0,0,0,0,1,1
8,2007,2008,100.0,3.0,4.0,3.0,789.0,1034.0,4.0,1050,2078,2,4.0,8,1,3.0,836.0,339750.0,0,0,0,0,0,1,0,1,0,0,1,1
5,1958,1958,0.0,2.0,2.0,3.0,0.0,1276.0,2.0,1276,1276,1,2.0,5,0,1.0,350.0,60000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1955,1955,0.0,2.0,2.0,2.0,1056.0,1056.0,2.0,1056,1056,1,2.0,5,0,2.0,572.0,145000.0,0,0,0,0,1,0,0,1,0,0,0,0
7,2009,2009,432.0,4.0,4.0,1.0,578.0,1470.0,4.0,1478,1478,2,3.0,7,1,2.0,484.0,222000.0,0,0,0,0,0,1,0,1,0,0,1,1
5,1927,1950,0.0,2.0,2.0,3.0,0.0,1008.0,3.0,1028,1028,1,2.0,5,1,2.0,360.0,115000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1993,1993,0.0,3.0,3.0,3.0,50.0,1080.0,4.0,1080,2097,2,3.0,9,1,3.0,678.0,228000.0,0,0,0,0,1,1,0,0,1,0,0,0
7,2007,2007,0.0,3.0,3.0,1.0,24.0,1340.0,4.0,1340,1340,2,3.0,6,0,2.0,396.0,181134.0,0,0,0,0,1,1,0,1,0,0,1,1
6,1978,1978,203.0,2.0,2.0,3.0,209.0,672.0,2.0,672,1400,1,2.0,6,1,2.0,440.0,149500.0,0,0,0,0,0,0,0,1,0,0,0,0
6,1918,1950,0.0,2.0,3.0,3.0,1128.0,1370.0,2.0,1370,2624,2,2.0,10,1,3.0,864.0,239000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1940,1950,0.0,2.0,2.0,3.0,312.0,756.0,1.0,756,1134,1,2.0,7,0,1.0,240.0,126000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1968,1968,0.0,2.0,2.0,3.0,775.0,1056.0,4.0,1056,1056,1,2.0,6,1,1.0,304.0,142000.0,0,0,0,0,1,0,0,0,1,0,0,0
7,1997,1998,200.0,2.0,3.0,0.0,1309.0,1344.0,4.0,1344,1344,2,2.0,8,0,4.0,784.0,206300.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1977,2000,126.0,3.0,3.0,3.0,1246.0,1602.0,3.0,1602,1602,2,3.0,8,1,2.0,529.0,215000.0,0,0,0,0,0,0,0,1,0,0,0,0
5,1954,1954,0.0,2.0,2.0,3.0,0.0,988.0,4.0,988,988,1,2.0,4,0,2.0,520.0,113000.0,0,0,0,0,1,0,0,0,0,0,0,0
8,1998,1998,473.0,3.0,3.0,3.0,986.0,1470.0,3.0,1470,2630,2,3.0,8,1,3.0,696.0,315000.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1956,1956,74.0,2.0,3.0,3.0,616.0,1196.0,3.0,1196,1196,1,2.0,6,1,1.0,297.0,139000.0,0,0,0,0,0,0,0,0,0,0,0,0
7,1946,1992,0.0,2.0,2.0,3.0,0.0,651.0,3.0,707,1389,1,2.0,6,2,1.0,240.0,135000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1989,1989,145.0,3.0,3.0,0.0,1518.0,1518.0,3.0,1644,1644,2,3.0,5,1,2.0,569.0,275000.0,0,0,0,0,0,1,0,1,0,0,0,0
4,1957,1957,0.0,2.0,2.0,3.0,288.0,907.0,4.0,907,907,1,2.0,5,0,1.0,352.0,109008.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2007,2007,108.0,3.0,3.0,3.0,664.0,1208.0,4.0,1208,1208,2,3.0,6,0,2.0,628.0,195400.0,0,0,0,0,0,1,0,0,0,0,1,1
6,1988,1988,0.0,2.0,3.0,2.0,1005.0,1392.0,2.0,1412,1412,2,3.0,6,1,2.0,576.0,175000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1971,1971,232.0,2.0,2.0,3.0,387.0,483.0,2.0,483,987,1,2.0,4,0,1.0,264.0,85400.0,0,0,0,0,0,0,1,0,1,0,0,0
6,1920,1998,0.0,2.0,2.0,3.0,0.0,901.0,3.0,1088,1198,1,2.0,7,0,0.0,0.0,79900.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1971,1971,376.0,2.0,2.0,3.0,471.0,765.0,4.0,765,1365,1,2.0,6,0,2.0,440.0,122500.0,0,0,0,0,0,0,1,0,1,0,0,0
6,1997,1998,0.0,2.0,3.0,3.0,0.0,926.0,4.0,926,1604,2,2.0,7,1,2.0,470.0,181000.0,0,0,0,0,1,1,0,1,0,0,0,0
4,1972,1972,0.0,2.0,3.0,1.0,495.0,630.0,3.0,630,630,1,2.0,3,0,0.0,0.0,81000.0,0,0,0,0,1,0,0,0,0,0,0,0
7,1996,1996,0.0,3.0,3.0,1.0,385.0,799.0,4.0,827,1661,2,3.0,6,1,2.0,550.0,212000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1920,1950,0.0,2.0,1.0,3.0,0.0,648.0,2.0,734,1118,1,2.0,6,0,2.0,440.0,116000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1926,2004,0.0,3.0,2.0,3.0,0.0,884.0,3.0,904,904,1,2.0,4,0,1.0,180.0,119000.0,0,0,0,0,1,1,1,0,1,0,0,0
5,1913,2002,0.0,2.0,2.0,3.0,365.0,440.0,2.0,694,694,1,3.0,4,1,1.0,352.0,90350.0,0,0,0,0,1,1,1,0,1,0,0,0
6,1920,2000,0.0,2.0,2.0,2.0,0.0,684.0,3.0,684,1196,1,3.0,7,0,2.0,528.0,110000.0,0,0,0,0,1,0,1,0,1,0,0,0
10,2008,2008,200.0,4.0,4.0,0.0,1767.0,3094.0,4.0,2402,2402,2,4.0,10,2,3.0,672.0,555000.0,0,1,0,0,0,1,0,1,0,0,0,0
4,1955,1955,270.0,2.0,2.0,3.0,133.0,1440.0,2.0,1440,1440,2,1.0,8,0,0.0,0.0,118000.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1930,1992,0.0,2.0,2.0,3.0,0.0,1078.0,2.0,1128,1573,2,2.0,8,1,2.0,360.0,162900.0,0,0,0,0,1,1,1,0,1,0,0,0
7,2006,2007,72.0,3.0,4.0,1.0,0.0,1258.0,4.0,1258,1258,2,3.0,6,1,3.0,648.0,172500.0,0,0,0,0,0,1,0,1,0,0,1,1
7,1994,1995,0.0,3.0,3.0,3.0,642.0,915.0,4.0,933,1908,2,3.0,8,1,2.0,493.0,210000.0,0,0,0,0,1,1,0,0,1,0,0,0
6,1956,1956,0.0,2.0,2.0,3.0,0.0,1436.0,1.0,1689,1689,1,2.0,7,1,2.0,480.0,127500.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1966,2002,0.0,3.0,2.0,3.0,247.0,1517.0,4.0,1888,1888,2,3.0,6,1,2.0,578.0,190000.0,0,0,0,0,1,0,0,1,0,0,0,0
7,1998,1999,0.0,3.0,3.0,3.0,0.0,930.0,3.0,956,1886,2,3.0,10,1,2.0,431.0,199900.0,0,0,0,0,1,1,0,1,0,0,0,0
6,1937,1950,0.0,2.0,2.0,3.0,0.0,780.0,2.0,780,1376,2,2.0,7,1,1.0,198.0,119500.0,0,0,0,0,1,0,1,0,1,0,0,0
3,1948,2002,0.0,2.0,2.0,3.0,331.0,649.0,4.0,679,1183,1,2.0,6,0,1.0,308.0,120000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1930,2005,0.0,2.0,2.0,3.0,0.0,813.0,4.0,813,813,1,3.0,5,0,1.0,270.0,110000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1975,1975,0.0,2.0,3.0,0.0,655.0,1533.0,2.0,1533,1533,2,3.0,5,2,2.0,576.0,280000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1996,1997,42.0,3.0,4.0,3.0,742.0,872.0,4.0,888,1756,2,2.0,7,0,2.0,422.0,204000.0,0,0,0,0,0,1,0,1,0,0,0,0
8,2008,2008,0.0,3.0,3.0,3.0,0.0,768.0,4.0,786,1590,2,3.0,6,0,2.0,676.0,210000.0,0,0,0,0,1,1,0,0,0,0,0,0
5,1976,1976,0.0,2.0,2.0,3.0,1606.0,1728.0,2.0,1728,1728,2,2.0,8,0,2.0,560.0,188000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1973,1973,320.0,2.0,2.0,3.0,916.0,1242.0,1.0,1242,1242,1,2.0,6,1,2.0,528.0,175500.0,0,0,0,0,0,0,0,0,1,0,0,0
5,1916,1950,0.0,2.0,2.0,3.0,0.0,624.0,1.0,624,1344,1,2.0,7,0,3.0,513.0,98000.0,0,0,0,0,1,0,1,0,1,0,0,0
4,1954,1994,0.0,2.0,3.0,0.0,1116.0,1364.0,4.0,1663,1663,1,3.0,6,2,2.0,529.0,256000.0,0,0,0,0,1,0,0,1,0,0,0,0
8,1925,1996,0.0,2.0,2.0,3.0,0.0,588.0,1.0,833,1666,1,3.0,7,1,1.0,228.0,161000.0,0,0,0,0,1,1,1,0,1,0,0,0
