MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HasShed
60,RL,58.0,14054,IR1,Inside,0.0,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,1.0,5.0,0.0,0.0,879.0,879.0,4.0,1,SBrkr,879,984,0,1863,0.0,0.0,2,1,4,1,3.0,9,1,3.0,BuiltIn,2006.0,Fin,3.0,660.0,2.0,2.0,1,100,17,0,0,0,0,NaN,0,11,2006,New,Partial,219210.0,0
75,RM,65.0,8850,IR1,Corner,0.0,OldTown,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,815.0,815.0,4.0,1,SBrkr,815,875,0,1690,0.0,0.0,1,0,3,1,2.0,7,1,3.0,Detchd,1916.0,Unf,1.0,225.0,2.0,2.0,1,0,0,330,0,0,0,NaN,0,7,2006,ConLw,Normal,144000.0,0
20,RL,70.0,9100,Reg,Inside,0.0,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,1212.0,1212.0,4.0,1,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,3.0,6,0,5.0,Attchd,2001.0,RFn,2.0,573.0,2.0,2.0,1,356,0,0,0,0,0,NaN,0,6,2009,WD,Normal,178000.0,0
20,RL,75.0,11235,Reg,Inside,0.0,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,BrkFace,51.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,547.0,0.0,504.0,1051.0,3.0,1,SBrkr,1382,0,0,1382,0.0,0.0,1,1,3,1,2.0,6,1,0.0,Attchd,1974.0,Unf,2.0,459.0,2.0,2.0,1,0,82,0,0,0,0,NaN,0,10,2006,WD,Normal,148000.0,0
20,RL,71.0,9353,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,864.0,864.0,3.0,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,2.0,5,0,5.0,Attchd,1972.0,Unf,1.0,280.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,7,2006,Oth,Abnorml,116050.0,1
60,RL,80.0,10400,Reg,Corner,0.0,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,PConc,3.0,2.0,1.0,5.0,0.0,0.0,866.0,866.0,4.0,1,SBrkr,866,913,0,1779,0.0,0.0,2,1,3,1,3.0,6,0,5.0,Attchd,1998.0,RFn,2.0,546.0,2.0,2.0,1,198,36,0,0,0,0,NaN,0,3,2009,WD,Normal,197900.0,0
50,RM,50.0,6000,Reg,Corner,0.0,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,884.0,884.0,4.0,1,SBrkr,884,464,0,1348,1.0,0.0,1,0,3,1,2.0,5,1,1.0,Detchd,1960.0,Unf,1.0,216.0,2.0,2.0,0,0,0,208,0,0,0,NaN,0,5,2009,WD,Normal,117000.0,0
20,RL,75.0,9750,Reg,Inside,0.0,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,171.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,1630.0,1630.0,4.0,1,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,3.0,6,1,2.0,Attchd,2000.0,Unf,2.0,451.0,2.0,2.0,1,74,234,0,0,0,0,NaN,0,10,2009,WD,Normal,213000.0,0
20,RL,78.0,10140,Reg,Inside,0.0,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,3.0,2.0,3.0,1.0,788.0,0.0,268.0,1056.0,4.0,1,SBrkr,1074,0,0,1074,1.0,0.0,1,1,3,1,2.0,6,0,5.0,Attchd,1975.0,RFn,2.0,495.0,2.0,2.0,1,0,88,0,0,0,0,MnPrv,0,7,2006,WD,Normal,153500.0,0
20,RL,90.0,14684,IR1,CulDSac,0.0,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,234.0,3.0,2.0,CBlock,3.0,2.0,2.0,1.0,485.0,177.0,1496.0,2158.0,3.0,1,SBrkr,2196,0,0,2196,0.0,0.0,2,0,3,1,3.0,7,1,2.0,Attchd,1990.0,RFn,3.0,701.0,2.0,2.0,1,84,70,0,0,0,0,NaN,0,6,2009,WD,Normal,271900.0,0
20,RH,0.0,8900,Reg,Inside,0.0,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,1056.0,0.0,0.0,1056.0,2.0,1,SBrkr,1056,0,0,1056,1.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1966.0,Unf,1.0,384.0,2.0,2.0,1,0,42,0,0,0,0,MnPrv,0,11,2006,WD,Normal,107000.0,0
20,RL,70.0,9135,Reg,Inside,0.0,CollgCr,Norm,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,120.0,3.0,2.0,PConc,3.0,2.0,1.0,0.0,340.0,0.0,1342.0,1682.0,4.0,1,SBrkr,1700,0,0,1700,1.0,0.0,2,0,3,1,3.0,7,0,5.0,Attchd,2003.0,RFn,2.0,544.0,2.0,2.0,1,192,23,0,0,0,0,NaN,0,5,2006,WD,Normal,200000.0,0
20,RL,70.0,7763,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,None,0.0,2.0,3.0,CBlock,2.0,2.0,3.0,3.0,504.0,108.0,319.0,931.0,2.0,1,SBrkr,1283,0,0,1283,1.0,0.0,1,0,3,1,2.0,6,0,5.0,Detchd,1980.0,Unf,2.0,506.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,10,2008,WD,Normal,140000.0,0
20,RL,85.0,10182,IR1,CulDSac,0.0,Somerst,RRNn,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,420.0,3.0,2.0,PConc,4.0,2.0,2.0,0.0,1220.0,0.0,440.0,1660.0,4.0,1,SBrkr,1660,0,0,1660,1.0,0.0,2,0,3,1,3.0,8,1,3.0,Attchd,2006.0,RFn,2.0,500.0,2.0,2.0,1,322,50,0,0,0,0,NaN,0,5,2006,New,Partial,290000.0,0
60,RL,70.0,11218,Reg,Inside,0.0,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,1055.0,1055.0,4.0,1,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,3.0,8,1,2.0,Attchd,1992.0,RFn,2.0,462.0,2.0,2.0,1,635,104,0,0,0,0,GdPrv,400,5,2010,WD,Normal,189000.0,1
50,RL,152.0,12134,IR1,Inside,1.0,Gilbert,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,2.0,Wood,3.0,2.0,1.0,0.0,427.0,0.0,132.0,559.0,3.0,1,SBrkr,1080,672,0,1752,0.0,0.0,2,0,4,1,2.0,8,0,5.0,Basment,1988.0,RFn,2.0,492.0,2.0,2.0,1,325,12,0,0,0,0,NaN,0,6,2010,WD,Normal,164000.0,0
30,RL,50.0,9340,Reg,Inside,0.0,Edwards,Norm,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,344.0,0.0,328.0,672.0,2.0,1,SBrkr,672,0,0,672,1.0,0.0,1,0,2,1,2.0,4,0,5.0,Attchd,1941.0,Unf,1.0,234.0,2.0,2.0,0,0,113,0,0,0,0,NaN,0,8,2009,WD,Normal,113000.0,0
80,RL,0.0,10246,IR1,CulDSac,0.0,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,None,0.0,2.0,3.0,CBlock,2.0,3.0,1.0,0.0,648.0,0.0,0.0,648.0,4.0,1,SBrkr,960,0,0,960,1.0,1.0,0,0,0,1,2.0,3,0,5.0,Attchd,1965.0,Unf,1.0,364.0,2.0,2.0,1,88,0,0,0,0,0,NaN,0,5,2006,WD,Normal,145000.0,0
85,RL,69.0,10205,IR1,Inside,0.0,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,1.0,2.0,784.0,0.0,141.0,925.0,2.0,1,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1962.0,Unf,1.0,300.0,2.0,2.0,1,150,72,0,0,0,0,NaN,0,5,2006,WD,Normal,134500.0,0
20,RL,99.0,7094,IR1,Inside,0.0,Sawyer,Norm,1Fam,1Story,5,5,1966,1966,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,180.0,374.0,340.0,894.0,2.0,1,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,2.0,5,0,5.0,Detchd,1966.0,RFn,1.0,384.0,2.0,2.0,1,0,0,0,0,0,0,MnPrv,0,5,2007,WD,Normal,125000.0,0
90,RM,68.0,8930,Reg,Inside,0.0,Sawyer,RRAe,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,Slab,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,1,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,2.0,8,0,5.0,Attchd,1978.0,Unf,2.0,539.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,4,2010,WD,Normal,112000.0,0
20,FV,72.0,8640,Reg,Inside,0.0,Somerst,Norm,1Fam,1Story,8,5,2009,2009,Gable,CemntBd,CmentBd,Stone,72.0,3.0,2.0,PConc,3.0,2.0,2.0,0.0,936.0,0.0,364.0,1300.0,4.0,1,SBrkr,1314,0,0,1314,1.0,0.0,2,0,3,1,3.0,6,0,5.0,Attchd,2009.0,RFn,2.0,552.0,2.0,2.0,1,135,112,0,0,0,0,NaN,0,9,2009,New,Partial,229456.0,0
50,RM,52.0,6240,Reg,Inside,0.0,BrkSide,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,AsbShng,AsbShng,None,0.0,2.0,2.0,Slab,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,0,SBrkr,672,240,0,912,0.0,0.0,1,0,2,1,2.0,3,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,0,0,0,0,0,NaN,0,7,2006,WD,Normal,80500.0,0
160,RM,21.0,1680,Reg,Inside,0.0,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CemntBd,CmentBd,BrkFace,236.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,672.0,672.0,2.0,1,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,2.0,7,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,201,0,0,0,0,0,NaN,0,4,2006,WD,Abnorml,91500.0,0
20,RL,66.0,7800,IR1,Inside,0.0,NAmes,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,312.0,600.0,0.0,912.0,2.0,1,SBrkr,912,0,0,912,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Attchd,1964.0,Unf,1.0,288.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,11,2006,WD,Abnorml,115000.0,0
20,RL,55.0,8250,Reg,Inside,0.0,Sawyer,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,250.0,492.0,210.0,952.0,4.0,1,SBrkr,1211,0,0,1211,0.0,0.0,1,0,3,1,2.0,5,1,2.0,Attchd,1968.0,Unf,1.0,322.0,2.0,2.0,1,0,63,0,0,0,0,NaN,0,8,2008,WD,Normal,134000.0,0
50,RL,78.0,10496,Reg,Inside,0.0,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,320.0,2.0,2.0,CBlock,2.0,2.0,2.0,3.0,196.0,0.0,844.0,1040.0,4.0,1,SBrkr,1168,678,0,1846,0.0,0.0,2,0,3,1,2.0,7,1,3.0,Attchd,1949.0,Unf,1.0,315.0,2.0,2.0,1,0,0,0,0,0,0,GdWo,0,1,2007,WD,Normal,143000.0,0
20,RL,89.0,10680,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,2.0,2.0,CBlock,2.0,1.0,3.0,4.0,756.0,0.0,1380.0,2136.0,2.0,0,FuseA,2136,0,0,2136,0.0,0.0,2,0,4,1,2.0,7,0,5.0,Detchd,1951.0,Unf,2.0,528.0,2.0,2.0,1,0,30,0,0,0,0,MnPrv,0,10,2006,WD,Normal,137900.0,0
60,RL,60.0,15384,IR1,Inside,0.0,Gilbert,RRAn,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,1.0,0.0,724.0,0.0,64.0,788.0,4.0,1,SBrkr,788,702,0,1490,1.0,0.0,2,1,3,1,3.0,8,1,3.0,Attchd,2004.0,Fin,2.0,388.0,2.0,2.0,1,100,75,0,0,0,0,NaN,0,2,2008,WD,Normal,184000.0,0
80,RL,65.0,10482,Reg,Inside,0.0,NAmes,Norm,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,BrkFace,63.0,2.0,3.0,CBlock,2.0,2.0,1.0,0.0,507.0,0.0,81.0,588.0,4.0,1,SBrkr,1138,0,0,1138,0.0,1.0,1,0,3,1,2.0,6,0,5.0,Attchd,1958.0,RFn,1.0,264.0,2.0,2.0,1,224,0,0,0,0,0,MnWw,0,6,2007,WD,Normal,145000.0,0
60,RL,86.0,14598,IR1,CulDSac,0.0,Somerst,Feedr,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,Stone,74.0,3.0,2.0,PConc,3.0,2.0,2.0,5.0,0.0,0.0,894.0,894.0,4.0,1,SBrkr,894,1039,0,1933,0.0,0.0,2,1,4,1,3.0,9,1,3.0,BuiltIn,2007.0,Fin,3.0,668.0,2.0,2.0,1,100,18,0,0,0,0,NaN,0,1,2008,WD,Normal,214000.0,0
20,RL,72.0,8872,Reg,Corner,0.0,NAmes,Norm,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,BrkFace,300.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,595.0,0.0,317.0,912.0,4.0,1,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,3.0,5,0,5.0,Detchd,1992.0,Unf,2.0,576.0,2.0,2.0,1,0,240,0,0,0,0,NaN,0,12,2008,WD,Normal,147000.0,0
120,RL,65.0,8769,Reg,Corner,0.0,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,MetalSd,MetalSd,BrkFace,766.0,4.0,2.0,PConc,4.0,2.0,3.0,0.0,1540.0,0.0,162.0,1702.0,4.0,1,SBrkr,1702,0,0,1702,1.0,0.0,1,1,1,1,4.0,7,1,3.0,Attchd,2008.0,Fin,3.0,1052.0,2.0,2.0,1,0,72,0,0,224,0,NaN,0,10,2008,New,Partial,367294.0,0
80,RL,70.0,7910,Reg,Inside,0.0,NAmes,Norm,1Fam,SLvl,5,5,1960,1960,Hip,BrkFace,HdBoard,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,666.0,0.0,409.0,1075.0,3.0,1,SBrkr,1507,0,0,1507,0.0,0.0,2,0,4,1,2.0,7,0,5.0,Basment,1960.0,Unf,1.0,404.0,2.0,2.0,1,0,0,0,0,0,0,GdWo,0,8,2008,WD,Normal,127000.0,0
90,RL,0.0,18890,IR1,Inside,0.0,Sawyer,Feedr,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,Plywood,None,1.0,2.0,2.0,CBlock,3.0,2.0,3.0,0.0,498.0,211.0,652.0,1361.0,4.0,1,SBrkr,1361,1259,0,2620,0.0,0.0,2,2,4,2,2.0,12,1,2.0,BuiltIn,1977.0,RFn,2.0,600.0,2.0,2.0,0,155,24,145,0,0,0,NaN,8300,8,2007,WD,Normal,190000.0,0
90,RL,70.0,7728,Reg,Inside,0.0,NAmes,Norm,Duplex,SLvl,5,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,120.0,2.0,2.0,CBlock,2.0,2.0,1.0,1.0,803.0,0.0,303.0,1106.0,2.0,1,SBrkr,1190,0,0,1190,1.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1962.0,Unf,2.0,540.0,2.0,2.0,1,0,18,0,0,0,0,GdWo,0,5,2006,WD,Normal,132500.0,0
90,RL,70.0,9842,Reg,FR2,0.0,NAmes,Norm,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,None,0.0,2.0,2.0,Slab,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,1,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,2.0,6,0,5.0,CarPort,1962.0,Unf,2.0,462.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,3,2007,WD,Normal,101800.0,0
20,RL,0.0,12160,IR1,Inside,0.0,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,Plywood,Plywood,BrkFace,180.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,1000.0,0.0,188.0,1188.0,1.0,1,SBrkr,1188,0,0,1188,1.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1959.0,RFn,2.0,531.0,2.0,2.0,1,0,0,0,0,0,0,MnPrv,0,5,2010,COD,Abnorml,142000.0,0
70,RH,55.0,8525,Reg,Inside,0.0,SWISU,Norm,1Fam,2Story,5,6,1911,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,PConc,2.0,2.0,1.0,5.0,0.0,0.0,940.0,940.0,2.0,0,FuseA,1024,940,0,1964,0.0,0.0,1,1,4,1,2.0,7,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,192,0,0,0,0,NaN,0,11,2008,WD,Abnorml,130000.0,0
70,RL,96.0,13132,Reg,Inside,0.0,Crawfor,Norm,1Fam,2Story,5,5,1914,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,BrkTil,3.0,2.0,2.0,5.0,0.0,0.0,747.0,747.0,3.0,1,FuseF,892,892,0,1784,0.0,0.0,1,1,4,1,2.0,9,0,5.0,Detchd,1914.0,Unf,1.0,180.0,1.0,1.0,0,203,40,0,0,0,0,NaN,0,7,2006,WD,Normal,138887.0,0
160,RL,36.0,2628,Reg,Inside,0.0,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,106.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,764.0,764.0,4.0,1,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,3.0,6,0,5.0,BuiltIn,2003.0,RFn,2.0,474.0,2.0,2.0,1,0,27,0,0,0,0,NaN,0,6,2010,WD,Normal,175500.0,0
60,RL,41.0,12393,IR2,FR2,0.0,CollgCr,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,847.0,847.0,4.0,1,SBrkr,847,1101,0,1948,0.0,0.0,2,1,4,1,3.0,8,1,3.0,BuiltIn,2004.0,Fin,2.0,434.0,2.0,2.0,1,100,48,0,0,0,0,NaN,0,9,2006,WD,Normal,195000.0,0
20,RL,63.0,13072,Reg,Inside,0.0,SawyerW,RRAe,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,1141.0,1141.0,4.0,1,SBrkr,1141,0,0,1141,0.0,0.0,1,1,3,1,2.0,6,0,5.0,Detchd,2005.0,Unf,2.0,484.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,3,2006,WD,Abnorml,142500.0,0
20,RL,64.0,9037,IR1,Inside,0.0,Timber,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,32.0,3.0,2.0,PConc,3.0,2.0,1.0,0.0,428.0,0.0,1048.0,1476.0,4.0,1,SBrkr,1484,0,0,1484,0.0,0.0,2,0,2,1,4.0,6,1,3.0,Attchd,2006.0,RFn,2.0,472.0,2.0,2.0,1,120,33,0,0,0,0,NaN,0,12,2007,WD,Normal,265900.0,0
60,RL,65.0,8158,Reg,Inside,0.0,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,252.0,3.0,2.0,PConc,3.0,2.0,3.0,0.0,550.0,0.0,334.0,884.0,4.0,1,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,3.0,8,0,5.0,Attchd,2003.0,RFn,2.0,543.0,2.0,2.0,1,0,63,0,0,0,0,NaN,0,7,2008,WD,Normal,224900.0,0
20,RL,83.0,9849,Reg,Inside,0.0,Somerst,Norm,1Fam,1Story,7,6,2007,2007,Hip,VinylSd,VinylSd,Stone,0.0,3.0,2.0,PConc,3.0,2.0,1.0,5.0,0.0,0.0,1689.0,1689.0,4.0,1,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,3.0,7,0,5.0,Attchd,2007.0,RFn,3.0,954.0,2.0,2.0,1,0,56,0,0,0,0,NaN,0,6,2007,New,Partial,248328.0,0
85,RL,85.0,10625,Reg,Inside,0.0,NWAmes,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,Plywood,Plywood,BrkFace,81.0,2.0,2.0,CBlock,3.0,2.0,0.0,0.0,885.0,168.0,0.0,1053.0,2.0,1,SBrkr,1173,0,0,1173,1.0,0.0,2,0,3,1,3.0,6,2,2.0,Attchd,1974.0,RFn,2.0,528.0,2.0,2.0,1,0,120,0,0,0,0,MnPrv,0,1,2010,WD,Family,170000.0,0
20,RL,107.0,13891,Reg,Inside,0.0,NridgHt,Norm,1Fam,1Story,10,5,2006,2006,Gable,VinylSd,VinylSd,NaN,0.0,4.0,2.0,PConc,4.0,3.0,0.0,0.0,1386.0,0.0,690.0,2076.0,4.0,1,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,4.0,7,1,3.0,Attchd,2006.0,Fin,3.0,850.0,2.0,2.0,1,216,229,0,0,0,0,NaN,0,9,2006,New,Partial,465000.0,0
70,RL,0.0,11435,IR1,Corner,1.0,Crawfor,Norm,1Fam,2Story,8,7,1929,1950,Gable,BrkFace,Stucco,None,0.0,2.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,792.0,792.0,1.0,1,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,3.0,7,2,3.0,Detchd,1931.0,Unf,2.0,400.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,6,2006,WD,Normal,230000.0,0
80,RL,78.0,12090,Reg,Inside,0.0,NWAmes,Norm,1Fam,SLvl,6,7,1984,2003,Hip,VinylSd,VinylSd,BrkFace,74.0,2.0,2.0,CBlock,3.0,2.0,3.0,5.0,0.0,0.0,585.0,585.0,4.0,1,SBrkr,1140,728,0,1868,0.0,0.0,3,1,3,1,2.0,7,1,2.0,BuiltIn,1984.0,Fin,2.0,477.0,2.0,2.0,1,268,112,0,0,147,0,NaN,0,1,2007,WD,Abnorml,178000.0,0
60,FV,65.0,8125,Reg,Inside,0.0,Somerst,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,756.0,756.0,4.0,1,SBrkr,756,797,0,1553,0.0,0.0,2,1,3,1,3.0,6,0,5.0,Attchd,2005.0,RFn,2.0,615.0,2.0,2.0,1,0,45,0,0,0,0,NaN,0,3,2006,New,Partial,186500.0,0
80,RL,0.0,12328,IR1,Inside,0.0,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,335.0,2.0,2.0,CBlock,2.0,2.0,1.0,0.0,539.0,0.0,473.0,1012.0,2.0,1,SBrkr,1034,0,0,1034,1.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1976.0,Unf,3.0,888.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,5,2010,WD,Normal,169900.0,0
75,RM,60.0,9600,Reg,Inside,0.0,OldTown,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,AsbShng,AsbShng,None,0.0,2.0,2.0,BrkTil,3.0,2.0,3.0,3.0,319.0,0.0,416.0,735.0,1.0,0,SBrkr,1134,924,0,2058,0.0,0.0,1,1,3,1,2.0,8,1,3.0,Detchd,1950.0,Unf,2.0,396.0,1.0,1.0,0,0,0,259,0,0,0,NaN,0,4,2008,WD,Normal,129500.0,0
20,RL,60.0,7200,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,534.0,96.0,246.0,876.0,2.0,1,SBrkr,988,0,0,988,0.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1950.0,Unf,1.0,276.0,2.0,2.0,1,0,80,0,0,0,0,NaN,0,5,2007,WD,Normal,119000.0,0
20,RL,93.0,11160,Reg,Corner,0.0,NAmes,Norm,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,None,0.0,3.0,2.0,CBlock,2.0,2.0,3.0,1.0,1065.0,0.0,1045.0,2110.0,4.0,1,SBrkr,2110,0,0,2110,1.0,0.0,2,1,3,1,4.0,8,2,2.0,Attchd,1968.0,Fin,2.0,522.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,4,2010,WD,Normal,244000.0,0
